x,z,lat,lon
0,0,32.38980985000002,-84.811036
-51.56,-37.376,32.38947409505536,-84.81158450619344
-77.367,113.533,32.39082972853325,-84.8118590465219
-80.429,134.64,32.39101933360017,-84.81189162072599
-82.95,150.776,32.391164283696966,-84.8119184396576
-85.723,154.558,32.391198257465135,-84.81194793941854
-90.01,155.819,32.391209585046,-84.81199354543196
-103.12,153.55,32.391189202585835,-84.8121330123869
-39.862,87.366,32.39059466872132,-84.81146006039339
-37.504,73.788,32.39047269644952,-84.81143497549029
-44.979,72.49,32.39046103640197,-84.81151449612248
-47.337,86.068,32.39058300868949,-84.81153958102558
-17.916,-26.207,32.3895744282067,-84.81122659420018
-30.518,10.697,32.389905942734856,-84.81136065694359
-38.05,9.699,32.38989697755741,-84.81144078395386
-39.825,23.094,32.390017306693466,-84.81145966677954
-75.134,24.491,32.39002985612828,-84.81183529139523
-64.632,1.076,32.38981951587196,-84.81172356889631
-59.378,-29.017,32.38954918547785,-84.81166767573224
-68.996,-30.696,32.38953410271948,-84.81176999405204
-74.25,-0.603,32.38980443315869,-84.81182588721612
-90.587,35.198,32.39012603846025,-84.8119996836801
-73.22,38.147,32.39015252968137,-84.81181492985812
-74.809,47.506,32.3902366026507,-84.81183183397644
-92.176,44.557,32.390210111454266,-84.81201658779844
-93.098,74.774,32.39048155377277,-84.81202639622958
-78.145,77.217,32.39050349944931,-84.81186732305056
-4.942,-23.912,32.38959504459385,-84.81108857404205
-96.958,98.397,32.390693760964865,-84.8120674597266
-22.061,-53.071,32.38933310383736,-84.81127068958754
-100.358,119.943,32.39088730987437,-84.81210362964627
-84.788,122.801,32.390912983415234,-84.81193799269066
-89.242,147.067,32.39113096567661,-84.8119853752854
-104.812,144.209,32.39110529219768,-84.81215101224103
3.336,-13.17,32.38969154179959,-84.8110005109259
2.608,-0.838,32.38980232211762,-84.81100825554398
-39.489,144.296,32.39110607372075,-84.81145609234044
-24.238,-40.533,32.38944573513197,-84.81129384897433
-31.103,-54.641,32.389319000211856,-84.81136688029743
-5.025,7.898,32.38988079891328,-84.81108945701362
-75.859,28.619,32.39006693848526,-84.81184300409869
-69.694,25.446,32.39003843501794,-84.81177741952378
-70.419,29.574,32.3900755173714,-84.81178513222723
-23.04,8.353,32.38988488624453,-84.81128110439676
-48.518,-38.857,32.38946079095555,-84.81155214475356
-28.871,-19.615,32.38963364528517,-84.81134313580897
-26.599,134.01,32.39101367428948,-84.81131896579208
1.043,-98.835,32.38892199572514,-84.81102490434523
-51.055,-38.29,32.38946588442276,-84.81157913389656
-79.113,125.571,32.39093786644126,-84.81187762083944
-9.832,136.909,32.3910397160987,-84.81114059489708
0.001,138.422,32.39105330742284,-84.81103598936178
8.573,136.405,32.391035188651216,-84.81094479861137
12.355,132.119,32.390996687372265,-84.81090456489488
25.718,54.463,32.3902990981281,-84.81076240647239
23.701,48.916,32.39024926883549,-84.81078386374533
-31.984,-13.916,32.38968484035854,-84.81137625256189
-19.056,38.657,32.39015711107183,-84.81123872176148
-31.612,-1.135,32.38979965412095,-84.81137229514715
3.73,-5.164,32.38976346098683,-84.81099631947048
-28.172,4.373,32.38984913331883,-84.81133569969901
-32.293,24.092,32.39002627185897,-84.81137953976929
-16.85,10.315,32.38990251117406,-84.81121525386655
-50.094,-38.794,32.389461356896376,-84.81156891057515
-10.735,10.098,32.38990056183185,-84.81115020120221
-15.228,39.229,32.39016224941531,-84.81119799868722
-32.937,-7.492,32.38974254819385,-84.81138639077761
15.129,44.629,32.390210758238396,-84.81087505449571
2.598,13.799,32.389933808441,-84.81100836192608
9.701,14.752,32.38994236937353,-84.81093279870865
7.391,31.962,32.39009696907475,-84.81095737297757
5.099,31.655,32.39009421125559,-84.81098175575872
4.209,38.278,32.39015370646993,-84.8109912237671
-5.687,36.95,32.390141776887546,-84.81109649950974
-4.714,29.702,32.390076667211574,-84.81108614852978
-5.827,29.552,32.39007531974268,-84.81109798885936
-4.548,20.026,32.38998974643965,-84.81108438258666
1.651,20.858,32.38999722040761,-84.81101843631254
18.658,-51.81,32.389344431652205,-84.81083751224675
-18.909,-17.773,32.3896501922835,-84.81123715794436
-7.059,-15.756,32.389668311332954,-84.81111109513616
-9.832,0.885,32.38981780008996,-84.81114059489708
