lon,lat,area,perimeter,height,id
-78.87285957671564,42.88793562029448,485.078292450869,89.17231162492406,,32
-78.87311378121089,42.886912780647,251.67525444995078,63.4006477681375,,33
-78.87332255717172,42.886884468609665,373.78736121777666,82.2610553324399,,34
-78.87351919778403,42.88730728167363,366.2961719049343,78.70097553751675,,35
-78.87348656382483,42.887408097227365,191.05214695648215,64.25007521597186,,36
-78.87345493861693,42.88750011883805,320.33973408009155,74.87693879383096,,37
-78.87312610988855,42.887790933421364,390.9141255407811,134.98647657156198,,38
-78.8733740903313,42.887683926789116,382.5819417384965,82.67634714556482,,39
-78.87334444568309,42.88777225856931,170.97812585029777,67.32071820057459,,40
-78.87466032221329,42.88776040794155,181.54258845212442,65.74923186535518,,41
-78.87411315434719,42.88818997046058,5322.280066877137,312.644693646982,,42
-78.87972256264052,42.88490489781988,1849.581192603405,236.83123243275415,,43
-78.87704742046841,42.885865221672496,2066.132885727417,186.71348352192,,44
-78.88136350151132,42.8855218435306,1536.148302500605,161.10741196020072,,45
-78.87690282403257,42.886545296740536,1638.1975231313984,158.83548426579625,,46
-78.8785046662282,42.88432422568499,2097.7908746375306,236.52988368798094,40,47
-78.87907995000002,42.88486745000001,763.9382797215757,116.0090816346929,,48
-78.87803405435905,42.883224888464845,2592.200098827036,203.0031216243545,,49
-78.87647811447498,42.88398578744307,4086.722433104254,289.32254730702505,,50
-78.87793396785521,42.88427482167629,3409.3880108315093,322.34198928999797,,51
-78.87677237746789,42.88309126606001,949.2832385288258,127.89052630244021,51,52
-78.87612519892205,42.882930329457835,1001.2519997328441,165.67794058799313,,53
-78.8737292183894,42.889830562717435,4574.873825968463,306.5074218312799,,54
-78.87272510866381,42.88926991812785,5869.790104732008,469.2036066555749,,55
-78.87396081130066,42.889106579905715,3339.50997236744,268.50172433622464,,56
-78.87839221219078,42.88760213044637,2817.47441933181,236.70589741573878,,57
-78.87418872334501,42.88455550574586,3954.396134927563,251.58904641205703,51,58
-78.87809739800295,42.888225245072555,2123.484303444223,181.29705031727417,,59
-78.87894944784847,42.88545642940552,1908.6536117048295,262.69875794789596,,60
-78.87955984081098,42.889106654521605,3755.7934223699694,269.70765823927945,,61
-78.87731201757778,42.8831646753283,667.7365002317171,121.90083866483829,78.6,62
-78.87706160764316,42.88313018621441,409.4763838169876,88.63391094253119,,63
-78.87807360286979,42.88535908572416,2433.7482459582347,216.42084132148963,,64
-78.87778343027365,42.88507380917275,735.3869941513507,109.80243090171359,,65
-78.87725663734368,42.88493517562306,686.7699957201351,112.17809755814267,,66
-78.8827346394627,42.88533144283285,8200.705021885784,446.24933328443194,,67
-78.88313187149882,42.88614680711904,7855.342785691156,454.5547443862073,,68
-78.87820276045723,42.88278183769855,1556.478329987633,179.4162161046693,,69
-78.87751766768064,42.881795442720104,332.9710037619011,88.03141853253268,,70
-78.87710339217011,42.881976259573335,378.67348311960495,88.10133029946878,,71
-78.8761821572157,42.882181252803804,1794.715787736005,206.4977807483389,,72
-78.87402679458809,42.88505858310985,3600.57698001337,238.28985156838772,,73
-78.87613153741232,42.886334029179714,1063.5516181507296,158.6388260089072,53.7,74
-78.8771874997988,42.88505809452776,176.26442291982266,69.62997184779411,,75
-78.88025551040676,42.88941387552473,2816.1129883950466,223.02518172704617,,76
-78.8800068395665,42.88644677107878,595.759478032766,101.94043544045365,,77
-78.87993414746319,42.88747539739454,3237.1339880258333,233.28762413010412,,78
-78.87381142860025,42.886193629541175,839.2875218666447,116.11433113616934,80,79
-78.87485546017612,42.885387584702485,365.19738702364714,85.48125625962798,,80
-78.87469735961189,42.8865412977779,893.2950626010299,158.81985581374252,,81
-78.87473798323907,42.88642191458822,913.6501655993895,160.14080062262371,,82
-78.87478175214368,42.88629429104747,1025.5551495783557,163.18861884931607,,83
-78.87504062741753,42.88613991083449,912.0073762609826,121.24294151273084,,84
-78.87451203293682,42.887092686708016,1815.5025631787503,186.2076770653804,,85
-78.87455914454928,42.886940859351405,442.98993772748213,143.95186661627258,,86
-78.8745870539879,42.88685862405024,783.2555094033835,154.3389491823351,,87
-78.87610160717952,42.889559393674034,1291.106654163438,176.74440177372568,,88
-78.87730358765754,42.88513001126004,288.31620791907267,69.70030300705699,,89
-78.8773756,42.88524205,241.94798081337365,62.6837524208041,,90
-78.87770617394148,42.88555934416446,273.69303375102027,66.04846769331535,,91
-78.87759822581192,42.885462466425125,158.24258414993346,51.05261423626952,,92
-78.8742193,42.88740455000001,367.3484661947896,90.67299098867647,,93
-78.87410872728894,42.887668041464046,1699.5018457456167,177.3130995238057,,94
-78.87464021902855,42.886703154777095,1541.9420691524685,177.94220365648468,,95
-78.8763633313244,42.88780648513708,595.4482348179221,109.14848872092978,,96
-78.88088658499204,42.8875571185877,5670.224432138397,398.53441313413094,,97
-78.88101492488506,42.88715193291035,262.12787249166155,60.42926518263796,,98
-78.8744459202581,42.89005822403535,1008.373992517864,145.1534521007363,,99
-78.87787751704164,42.889034603392325,3574.2624463301286,275.60916350781685,,100
-78.88007660078945,42.887065923154175,551.1198253936022,102.82559576741781,,101
-78.87363157828518,42.88215627427926,1160.3836384570436,154.36292005983128,,102
-78.87294611621205,42.88492025563492,2809.6657545241933,462.60625554621527,,103
-78.88102479314215,42.88648675303726,813.9896111115248,157.74920024828697,,104
-78.88030053048374,42.886391508394496,395.98804429112016,96.30478587013064,,105
-78.87946619196661,42.88848454249845,1240.9110046409926,167.20361676384883,,106
-78.87788510017968,42.889805099584954,3605.6990645501787,271.825602951136,,107
-78.87562054627475,42.88778312619353,1851.8367083890296,185.00955854427735,,108
-78.87545248637349,42.888043107312065,1769.0731202269153,194.2442101033474,,109
-78.87556240237664,42.88826139031011,552.7530044841595,126.51386612282494,,110
-78.87508444075921,42.88820143575561,434.3774081360951,93.29865048124587,,111
-78.87849223113432,42.882622270749046,821.126948294347,175.79488026198382,,112
-78.87740577773299,42.88264258040068,2378.9510858937456,238.11231356785396,,113
-78.87327854405694,42.88445560043508,717.8131677498094,125.19493924744113,,114
-78.87276121740003,42.884318316272655,854.6573913745026,125.15842822125757,,115
-78.87348467872252,42.88422665228511,363.7589788152236,79.87580039504475,,116
-78.87344390602878,42.88434927991828,364.34968774277166,80.09849664566147,,117
-78.87328135101549,42.884199805456404,101.09759404778892,47.74055639237495,,118
-78.87932682185742,42.88438878990265,3404.840128849206,280.192729161582,,119
-78.8771715735946,42.888049807982696,1488.1447376585384,157.13099995065818,,120
-78.87366536598194,42.89054045057584,1712.634764640068,174.68088455434517,,121
-78.87293156906688,42.89115272884531,2020.2516936035872,222.87819151713074,,122
-78.8731093530548,42.89080545553324,549.1566807171067,106.0799874541941,,123
-78.87328784179927,42.89034543497254,901.5686203197126,124.80994885816962,,124
-78.8735915018875,42.8869444822032,239.44409322832715,72.102067249138,,125
-78.87353574808681,42.886512399128534,2801.201856218249,221.92579490316427,,126
-78.87360012430725,42.88681701477047,586.5703443660752,107.44071199608508,,127
-78.8735667530673,42.88701913385517,226.04588201354505,71.10756152872301,,128
-78.87320047732231,42.88672757882546,328.39665356520277,82.26467408319773,,129
-78.87464566255348,42.88607127876916,913.8078970539759,121.484303896131,57,130
-78.87339981697693,42.886164411223426,929.1408278842853,135.7238200954735,116,131
-78.88414995774609,42.88688008300093,13567.139628621082,655.6714803711055,,132
-78.87838460424722,42.88756954641061,3082.1052058945615,277.87099494929356,,133
-78.87490736450401,42.89022032896679,857.1835038547288,118.72443763828129,,134
-78.87629053704289,42.888087464478424,264.27607446164103,87.87334370847152,,135
-78.87653055000001,42.889019700000006,201.6834639037908,56.80711261361933,,136
-78.87618029247129,42.8884171177737,2074.9670635129974,224.77334714894863,,137
-78.87458362116207,42.89019365852609,225.63902129493687,61.30120096230147,,138
-78.87700500000001,42.8890709,207.90574780236676,59.70537945729443,,139
-78.87698961230986,42.88854167962126,418.57552732020326,95.17933741211587,,140
-78.87633477270481,42.88794460061485,334.5639102183127,90.76359797381858,,141
-78.87631036776887,42.88802031613537,293.06597435696335,88.91923637712333,,142
-78.87664416712859,42.88985457009276,469.30325157061526,93.45522811759193,,143
-78.87584956767743,42.88929253586221,707.9492728432422,116.47416749541544,,144
-78.87643695,42.89049025,842.0031886779941,117.39217343805439,,145
-78.87563137413146,42.89013381786618,653.5445350370259,111.7028953085561,,146
-78.87560094590792,42.88996647805332,356.990594470965,76.32097080421416,,147
-78.87464829479585,42.89060914449006,241.82789418556774,73.22646326602437,,148
-78.8757240101205,42.889725237958054,420.5802310207008,90.94031351913468,,149
-78.87673137176013,42.889537511543956,306.3178525853268,89.02877706447035,,150
-78.8746288,42.891163250000005,552.4019740991303,98.8079969381393,,151
-78.87597299143928,42.89083961894304,176.9918673681504,65.45026055044588,,152
-78.87417077091833,42.89102188732059,310.28399320418333,84.59688927977848,,153
-78.87578704959311,42.88959758859911,441.8046257201952,88.66782905813494,,154
-78.87606047915722,42.89083465061251,149.90483481815176,57.298084818776,,155
-78.8745447480769,42.89130226046941,349.912410891882,92.04552121911537,,156
-78.87619583721184,42.89087945387258,309.69984526736573,71.02613060821363,,157
-78.8757412207986,42.890829684785686,1030.1715294182434,133.7884930253805,,158
-78.8748626338872,42.89059049367146,109.8550149342631,46.20583232538628,,159
-78.87475329395713,42.890626528215186,250.59061486351538,73.9821960012431,,160
-78.87466860344392,42.891039699433286,360.41692670218526,87.20027157528563,,161
-78.8741948362991,42.890932870415035,350.1623903275872,86.83464145311356,,162
-78.87672027437753,42.88962335490903,336.98787360184286,85.68477491843035,,163
-78.87490988159688,42.890663902221895,304.2826980263017,87.27553863881282,,164
-78.8752966599726,42.89106966803523,494.99980169885447,93.1112120947745,,165
-78.87589271650765,42.890397326841786,1446.2613663704562,165.06646676316694,,166
-78.87547021394751,42.89075566156833,370.1302880403086,86.77437517604291,,167
-78.87664885104019,42.889441696753885,154.83675620759345,52.27905249183994,,168
-78.87546433514754,42.8903073089133,145.34720638234717,49.797280215410055,,169
-78.87427938190581,42.890708327279654,489.7575767558689,99.51989579171709,,170
-78.87621571010042,42.891222375976504,768.1915152727752,117.85647082803814,,171
-78.8767395607493,42.88974013657941,317.120658778221,73.49276031440256,,172
-78.8778605,42.89126425,201.08133333026473,60.41129480471853,,173
-78.87872040541097,42.89066673343803,223.21953445693322,63.661156752842366,,174
-78.87865551576488,42.89084545200293,624.8194122652776,148.9604628786023,,175
-78.87370623353848,42.88988921639062,2809.0532397439883,216.1333050804251,,176
-78.87595042571354,42.88234121374699,1089.3448694518436,145.0736801190425,,177
-78.87578033423169,42.88247716906179,418.63322953971107,85.5416867097446,,178
-78.87568966685605,42.88258773657206,200.9941085071377,56.27921248046613,,179
-78.873478478951,42.8818680459024,82.44206812689771,36.587488167453536,,180
-78.87680157117371,42.88288186157393,481.5929834747163,90.09854684135107,,181
-78.87686730575076,42.882772707993986,278.80101312396374,81.8702195220901,,182
-78.8784128700033,42.88339353073818,119.02840210357964,46.03610800180831,,183
-78.88236613392166,42.887755209184945,651.5358369849808,200.4978460774313,,184
-78.88307311496956,42.88805108398286,2724.4028092415224,523.0679996974072,,185
-78.8831611784981,42.88866817257307,493.2705167892462,129.001443934506,,186
-78.88562130864477,42.89136704075712,3461.2850319208997,413.9043025367342,,187
-78.881029,42.889815133333336,402.2342315663099,97.02448364299748,,188
-78.87910464884087,42.88985554715286,524.0842027991768,123.56789864152286,,189
-78.87495421076706,42.88218250653683,3905.2656789686916,375.1434993492502,50,190
-78.8770620257126,42.88733953999202,6267.244923245071,379.7527193763006,81,191
-78.88307561199517,42.88159144114524,4259.078230988617,386.6953325114817,,192
-78.8726208088164,42.8817741191537,5384.865548194554,361.1573859789644,,193
