x,z,lat,lon
0,0,47.02990840000001,-122.55120280000001
-113.216,7.804,47.02997850447872,-122.55269489508768
-104.619,-14.227,47.02978059653151,-122.55258159359786
-109.992,-22.82,47.029703404058466,-122.55265240538158
-118.05,-26.572,47.02966969912893,-122.55275860328841
-126.373,-23.622,47.029696199541746,-122.55286829368035
-181.316,84.214,47.03066490187203,-122.55359239787411
-183.782,76.499,47.03059559778521,-122.55362489775476
-114.377,-108.591,47.028932901535455,-122.55271019612637
-117.458,-91.003,47.029090899881396,-122.55275080120838
-122.086,-74.35,47.02924049840729,-122.55281179449614
-121.472,-64.476,47.02932919909472,-122.55280370247394
-121.472,-56.45,47.02940129861315,-122.55280370247394
-124.56,-50.283,47.02945669821429,-122.55284439981025
-171.553,15.568,47.03004824954019,-122.55346372944969
-153.586,7.853,47.02997894465261,-122.55322693895681
-152.299,10.946,47.0300067295004,-122.55320997734027
-170.362,18.316,47.03007293517382,-122.55344803303531
-201.059,13.258,47.03002749850748,-122.55385259460706
-166.171,27.988,47.030159819889576,-122.55339279905326
-172.785,12.724,47.030022701514355,-122.5534799662108
-191.306,20.967,47.030096749433284,-122.5537240579745
-184.182,35.925,47.03023111879014,-122.55363016943045
-223.258,27.886,47.03015890361226,-122.55414515942874
-148.974,53.937,47.03039292211551,-122.55316615653611
-171.157,63.299,47.03047702156269,-122.55345851049074
-192.12,71.643,47.03055197613881,-122.55373478583454
-209.012,77.952,47.0306086501366,-122.55395740869899
-121.722,49.793,47.0303556962551,-122.55280699727125
-118.467,47.411,47.030334298560064,-122.5527640990103
-116.122,44.127,47.030304798113406,-122.55273319381158
-114.908,40.276,47.030270204237524,-122.55271719427583
-118.293,29.6,47.03017430066177,-122.55276180583138
-121.244,27.284,47.03015349577936,-122.55280069761879
-133.665,27.162,47.03015239983972,-122.5529643963282
-137.042,29.823,47.03017630389479,-122.55300890245023
-139.356,33.452,47.03020890358286,-122.5530393990941
-138.893,44.361,47.030306900155495,-122.55303329712949
-152.938,16.041,47.030052498560195,-122.5532183988422
-167.742,-18.512,47.02974210361555,-122.55341350355953
-174.836,-32.394,47.029617398953576,-122.55350699672792
-188.1,-66.012,47.02931540082045,-122.55368180549384
-187.485,-76.509,47.02922110353413,-122.55367370029246
-191.188,59.846,47.03044600305739,-122.5537225028302
-201.674,31.771,47.03019380298585,-122.55386069980841
277.073,60.959,47.03045600120484,-122.54755120250296
250.144,97.929,47.030788103924806,-122.54790610488968
229.104,94.656,47.030758702542045,-122.54818339503105
223.026,101.435,47.0308195983302,-122.54826349814319
217.214,114.092,47.03093329603351,-122.54834009559097
155.692,-20.138,47.0297274969615,-122.54915090567069
115.956,43.693,47.03030089945386,-122.54967459393384
14.257,-0.267,47.02990600149812,-122.55101490429918
4.909,2.772,47.02993330129385,-122.55113810336009
-129.181,-45.351,47.0295010034807,-122.55290530084372
-248.832,57.475,47.030424704212294,-122.55448220401408
-243.194,57.475,47.030424704212294,-122.55440789974517
-242.117,13.169,47.03002669900866,-122.5543937057584
-304.154,56.139,47.03041270283484,-122.55521130312054
-303.076,1.625,47.029922997621384,-122.55519709595457
-242.921,3.228,47.02993739760947,-122.55440430182654
-242.921,7.525,47.02997599818232,-122.55440430182654
-232.715,-10.998,47.0298096031936,-122.55426979502126
-230.075,67.193,47.030512001575715,-122.55423500196171
249.545,-52.576,47.0294360996665,-122.54791399922402
258.407,-51.229,47.029448200079145,-122.54779720524908
267.809,-39.418,47.02955430090665,-122.54767329451195
282.309,117.677,47.030965500008335,-122.54748219626815
1.631,7.915,47.029979501607386,-122.55118130474236
3.506,15.396,47.03004670444196,-122.55115659376257
8.878,19.136,47.03008030133594,-122.55108579515803
23.378,19.603,47.030084496454606,-122.55089469691423
32.263,19.603,47.030084496454606,-122.55077759981793
37.172,14.227,47.030036203162496,-122.55071290317801
36.937,3.941,47.02994380259361,-122.55071600028747
-71.363,22.075,47.03010670273056,-122.5521433064809
-73.616,40.988,47.03027660019862,-122.55217299919424
-114.962,36.235,47.030233903550624,-122.55271790595206
88.42,59.144,47.03043969694724,-122.55003749608845
106.949,64.777,47.03049029851948,-122.54979329889122
254.651,130.835,47.031083697861476,-122.54784670628383
297.082,136.746,47.031136796082194,-122.54728750010568
274.524,158.499,47.03133220175084,-122.54758479625629
279.623,135.678,47.031127202294925,-122.54751759557044
-54.229,6.156,47.029963700260254,-122.55191749425268
-51.665,10.052,47.02999869857598,-122.55188370281148
-41.854,12.167,47.030017697908704,-122.55175440178598
-36.823,-8.16,47.02983509742245,-122.55168809728495
151.261,-32.706,47.029614596194506,-122.54920930265813
51.361,-22.498,47.02970629664472,-122.55052590366205
38.204,-25.448,47.029679796236934,-122.55069930225471
-52.295,-61.704,47.02935410065882,-122.55189200570068
-137.694,-87.753,47.02912009556732,-122.55301749528161
-179.586,-100.376,47.02900669943381,-122.55356959787676
-258.81,-129.652,47.02874370356028,-122.55461370596417
-136.685,47.378,47.030334002118366,-122.55300419747968
-223.36,83.045,47.030654400714184,-122.55414650370605
-49.988,-11.689,47.02980339582314,-122.55186160131116
-225.507,-115.682,47.028869200796436,-122.55417479942531
1331.546,-277.891,47.02741200429526,-122.53365410329982
-21.945,27.619,47.030156505121624,-122.55149201730764
-12.372,32.142,47.03019713571763,-122.55136585292914
-17.501,4.176,47.02994591363307,-122.55143344899068
-25.794,-1.726,47.02989289507593,-122.55154274400695
-32.765,8.145,47.02998156772972,-122.55163461613506
-17.755,35.162,47.03022426468556,-122.55143679650475
-1.067,25.8,47.030140164840105,-122.5512168621949
-2.804,22.435,47.030109936653474,-122.5512397544466
-12.034,17.58,47.030066323593275,-122.55136139836317
-17.765,7.086,47.029972054583084,-122.55143692829664
-26.325,11.76,47.03001404177289,-122.55154974215644
-20.595,22.254,47.030108310708954,-122.55147422540216
-58.534,13.533,47.030029968868945,-122.55197423066228
-42.157,15.496,47.03004760275488,-122.5517583950803
-43.45,26.288,47.03014454859945,-122.55177543577197
-59.828,24.325,47.03012691474552,-122.55199128453316
197.313,58.974,47.030438169826425,-122.5486023746358
204.029,59.126,47.0304395352521,-122.54851386320095
203.775,69.048,47.030528665133204,-122.54851721071502
196.906,68.844,47.030526832591306,-122.5486077385658
-242.117,-11.533,47.029804797197755,-122.5543937057584
211.909,47.998,47.03033957162842,-122.54841001118984
224.167,48.423,47.03034338943746,-122.54824846068826
223.93,55.245,47.03040467197147,-122.5482515841561
