x,z,lat,lon
0,0,37.525000000000006,-121.9662
-339.716,204.508,37.52683710400083,-121.97004789850081
-334.949,199.031,37.526787904468094,-121.96999390359875
-335.62,204.975,37.52684129902978,-121.97000150388806
-5.015,-277.058,37.52251110412416,-121.96625680395088
-339.045,198.563,37.52678370045318,-121.97004029821146
-6.463,-272.294,37.522553901279736,-121.96627320517143
-5.58,-277.159,37.52251019679541,-121.9662632035984
-9.226,-264.224,37.522626397664865,-121.96630450114674
-7.734,-272.517,37.52255189797094,-121.9662876015466
-5.359,-262.654,37.52264050166221,-121.96626070037345
-5.209,-263.489,37.52263300049198,-121.96625900135199
2.322,-278.25,37.522500395847956,-121.96617369914777
-0.644,-261.808,37.52264810164948,-121.96620729446549
-608.026,242.29,37.5271764963513,-121.97308699482465
163.179,65.734,37.5255904962319,-121.96435170251192
-291.009,-316.308,37.52215850277908,-121.96949620357834
-316.974,-326.816,37.52206410415401,-121.9697903041935
-290.011,-322.397,37.522103802258016,-121.96948489942221
-317.971,-320.728,37.52211879572067,-121.96980159702281
-49.882,590.326,37.530302800202605,-121.96676500392391
-191.016,459.406,37.529126800163965,-121.96836360189107
-117.95,497.101,37.529465400609226,-121.96753599720992
62.507,596.404,37.530357395904346,-121.965491995103
534.855,18.59,37.52516699662442,-121.96014179917151
282.251,472.709,37.529246296339565,-121.96300299662144
-279.231,521.125,37.52968119864258,-121.96936279641311
-135.281,526.28,37.529727503875165,-121.96773230214971
91.005,244.328,37.52719480348043,-121.96516920367877
-98.96,-13.837,37.52487570001058,-121.9673209010928
257.946,264.266,37.527373904097274,-121.96327829473238
-283.16,628.333,37.5306441978411,-121.9694072994486
-294.417,587.387,37.53027640058848,-121.96953480534597
295.67,377.716,37.52839300339481,-121.96285100216141
-167.761,-6.323,37.52494319950297,-121.96810019693035
-178.25,512.341,37.52960229553791,-121.96821900383782
23.97,601.08,37.53039939809848,-121.96592849637032
-34.008,229.956,37.527065701294475,-121.96658520214596
-186.434,496.745,37.529462202798186,-121.9683117024488
-249.011,-186.848,37.523321496975754,-121.96902050022248
-322.597,212.055,37.52690489815497,-121.96985399484473
-251.836,-329.666,37.522038501156516,-121.96905249846002
-280.52,757.486,37.531804302174194,-121.96937739667088
-237.931,-331.369,37.52202320223839,-121.96889499917047
-313.901,256.25,37.527301897400804,-121.96975549690711
-71.803,288.935,37.52759550211367,-121.96701329892043
-340.211,124.99,37.52612279582412,-121.97005350527162
-341.455,136.379,37.526225103341886,-121.97006759582295
-344.793,121.796,37.52609410406028,-121.97010540471389
-345.084,124.456,37.52611799889257,-121.97010870081554
-353.93,131.458,37.526180897959634,-121.97020889777457
-352.782,120.916,37.52608619900133,-121.970195894597
-353.1,135.11,37.52621370390726,-121.9701994965225
-352.721,131.592,37.52618210168302,-121.9701952036616
-262.183,-80.873,37.52427350194287,-121.96916969696052
296.791,-127.371,37.523855798065085,-121.96283830480769
252.754,184.369,37.52665619652147,-121.96333710352862
-1433.802,-579.264,37.51979620147476,-121.98244040247222
-316.559,47.723,37.525428701771276,-121.96978560356744
-1518.848,-502.347,37.520487203636534,-121.98340370233417
-319.587,42.925,37.52538560083917,-121.96981990114737
-316.029,43.359,37.525389499507284,-121.96977960035827
-334.242,69.72,37.52562630278709,-121.96998589554424
766.677,-103.148,37.52407339999638,-121.95751599548181
706.695,320.272,37.52787699684892,-121.95819540018418
-36.868,-303.307,37.52227529710596,-121.96661759682183
-53.987,-303.251,37.52227580018092,-121.96681150047795
-53.643,-305.7,37.522253799633035,-121.96680760405538
-55.753,-300.112,37.522303999322006,-121.96683150362394
-55.276,-303.429,37.522274201121306,-121.9668261007357
-55.135,-296.962,37.52233229727065,-121.96682450365553
-54.702,-299.956,37.522305400744486,-121.96681959914689
-41.839,-296.539,37.5223360972801,-121.96667390239311
-42.051,-295.092,37.5223490963653,-121.96667630367676
-37.919,-295.982,37.522341101074716,-121.96662950129887
-272.398,-304.631,37.52226340297631,-121.9692854003221
320.973,47.467,37.525426402097324,-121.96256439989433
293.375,147.288,37.526323098882514,-121.96287699718978
186.69,-128.439,37.523846203910125,-121.96408539788789
186.293,-124.855,37.52387840002088,-121.96408989463137
-245.736,204.808,37.52683979888023,-121.96898340492058
918.997,351.844,37.52816060147333,-121.95579069582077
1101.272,376.48,37.52838190072211,-121.95372610157372
10.232,-313.169,37.5221867019645,-121.96608410408264
15.009,-296.383,37.52233749870197,-121.96602999591248
8.043,-297.34,37.5223289015174,-121.96610889846919
17.419,-299.856,37.52230629909221,-121.96600269830097
15.53,-300.112,37.522303999322006,-121.96602409464458
16.562,-312.379,37.522193798922515,-121.96601240537693
19.105,-312.034,37.52219689822675,-121.96598360129974
13.534,-313.459,37.522184096751914,-121.96604670295685
16.651,-313.025,37.522187995587274,-121.96601139729086
13.428,-312.724,37.52219069961819,-121.96604790359868
83.536,277.725,37.52749480440602,-121.96525380362078
85.381,261.627,37.52735019830757,-121.96523290565678
70.399,272.715,37.52744980030181,-121.96540260392045
32.26,260.325,37.52733850261012,-121.96583459711749
30.565,260.124,37.52733669705296,-121.96585379606
37.601,265.846,37.52738809702578,-121.96577410062662
31.686,265.145,37.52738180003692,-121.9658410987063
45.785,273.294,37.52745500137631,-121.96568140201563
36.851,272.236,37.5274454975128,-121.96578259573393
43.834,258.454,37.52732169565611,-121.96570350062146
47.489,258.889,37.52732560320588,-121.96566210113181
40.85,256.106,37.527300603866706,-121.96573729982174
44.072,256.484,37.52730399939368,-121.96570080484074
40.1,258.02,37.527317797089026,-121.96574579492906
40.612,258.076,37.52731830012995,-121.96573999560245
33.063,253.579,37.5272779041361,-121.96582550168927
40.523,254.469,37.52728589889756,-121.96574100368852
30.777,258.388,37.5273211027865,-121.96585139477634
32.463,258.588,37.52732289936115,-121.96583229777512
-431.057,-276.146,37.5225192970324,-121.97108250063012
221.775,40.109,37.52536030440723,-121.96368799676785
222.004,38.138,37.52534259869641,-121.96368540292842
-418.529,-280.732,37.52247809891223,-121.97094059835757
207.737,38.483,37.525345697869824,-121.9638470025231
200.718,52.32,37.52546999707613,-121.96392650540072
201.601,44.717,37.525401698564124,-121.96391650382772
208.073,47.99,37.525431100259226,-121.96384319671502
207.481,53.111,37.525477102704954,-121.9638499021864
215.091,53.845,37.52548369629663,-121.9637637051642
-382.067,-286.732,37.52242419815373,-121.9705276002205
219.974,53.834,37.52548359748259,-121.96370839635219
219.912,54.402,37.52548869988017,-121.96370909861442
223.046,49.882,37.52544809628431,-121.96367360039265
222.552,54.124,37.52548620258001,-121.96367919583666
226.357,45.352,37.52540740283524,-121.96363609732558
225.792,50.194,37.52545089901105,-121.96364249697307
228.855,38.94,37.525349803151556,-121.96360780295481
228.087,45.552,37.52540919945598,-121.9636165019447
-570.002,-1452.459,37.51195119785423,-121.97265630421076
-528.825,-1468.308,37.51180879882976,-121.97218990016569
-340.767,10.286,37.52509240065291,-121.97005980297786
-340.652,21.039,37.52518899631325,-121.97005850039474
-341.976,20.884,37.52518760392803,-121.97007349709084
-329.387,25.848,37.52523219617332,-121.9699309038829
-341.049,24.49,37.52521999708871,-121.9700629971382
-332.971,13.87,37.52512459622591,-121.96997149916903
-328.08,14.427,37.52512959983349,-121.96991609974256
-332.671,11.221,37.525100799889984,-121.96996810112613
-357.391,268.785,37.527414497662136,-121.97024809986313
-346.029,254.358,37.527284901798154,-121.97011940465076
-346.956,263.909,37.527370697213726,-121.9701299046034
-367.809,252.254,37.52726600182103,-121.97036610256711
-278.922,759.957,37.53182649751676,-121.9693592964289
-247.899,-348.656,37.521867904117286,-121.96900790481006
-443.85,-286.587,37.522425500755844,-121.97122740450725
226.012,4.531,37.52504070265444,-121.96364000507494
208.726,2.505,37.52502250279447,-121.96383580030826
223.011,13.681,37.52512289841282,-121.96367399683099
-464.094,-236.105,37.52287900254862,-121.9714567044438
-191.228,238.828,37.527145397577044,-121.96836600317475
1045.899,368.932,37.52831409892755,-121.95435330100997
-311.456,-102.725,37.524077199917116,-121.9697278028573
-325.652,-94.165,37.52415409661698,-121.96988859824849
-315.314,-110.851,37.524004201878526,-121.9697715016893
-316.082,-110.384,37.524008397066765,-121.96978020067918
-333.739,-107.567,37.52403370294034,-121.96998019815892
-318.775,-116.595,37.523952601942014,-121.96981070377785
-355.572,15.485,37.525139103992075,-121.97022749639619
-158.712,-223.549,37.52299179813714,-121.96799770062894
-20.968,-201.341,37.523191301098834,-121.96643750054682
